timestep,adopted,alpha
74,0.98,1.0
75,0.98,1.0
76,0.9833333333333334,1.0
77,0.984,1.0
78,0.985,1.0
79,0.9866666666666667,1.0
80,0.98,1.0
81,0.98,1.0
82,0.98,1.0
83,0.98,1.0
84,0.99,1.0
85,1.0,1.0
0,0.0,0.9
1,0.0,0.9
2,0.0,0.9
3,0.0,0.9
4,0.0,0.9
5,0.0,0.9
6,0.0,0.9
7,0.0,0.9
8,0.0,0.9
9,0.0,0.9
10,0.0,0.9
11,0.0,0.9
12,0.0,0.9
13,0.0,0.9
14,0.0,0.9
15,0.0,0.9
16,0.0,0.9
17,0.0006666666666666666,0.9
18,0.0006666666666666666,0.9
19,0.0026666666666666666,0.9
20,0.004666666666666667,0.9
21,0.006,0.9
22,0.008666666666666666,0.9
23,0.017333333333333333,0.9
24,0.028666666666666667,0.9
25,0.046000000000000006,0.9
26,0.06266666666666666,0.9
27,0.078,0.9
28,0.09733333333333333,0.9
29,0.12533333333333335,0.9
30,0.15533333333333335,0.9
31,0.18666666666666668,0.9
32,0.22866666666666668,0.9
33,0.2786666666666667,0.9
34,0.3253333333333333,0.9
35,0.378,0.9
36,0.42533333333333334,0.9
37,0.4686666666666667,0.9
38,0.508,0.9
39,0.5466666666666667,0.9
40,0.588,0.9
41,0.6313333333333334,0.9
42,0.6739999999999999,0.9
43,0.7153333333333334,0.9
44,0.7466666666666666,0.9
45,0.782,0.9
46,0.8093333333333333,0.9
47,0.83,0.9
48,0.85,0.9
49,0.8746666666666666,0.9
50,0.8933333333333333,0.9
51,0.9113333333333333,0.9
52,0.9186206896551724,0.9
53,0.9337931034482758,0.9
54,0.9441379310344827,0.9
55,0.9551724137931035,0.9
56,0.9628571428571429,0.9
57,0.9632,0.9
58,0.966086956521739,0.9
59,0.969,0.9
60,0.974,0.9
61,0.9741176470588234,0.9
62,0.9760000000000001,0.9
63,0.9799999999999999,0.9
64,0.9800000000000001,0.9
65,0.9771428571428571,0.9
66,0.9766666666666666,0.9
67,0.9800000000000001,0.9
68,0.975,0.9
69,0.985,0.9
70,0.98,0.9
71,0.96,0.9
72,0.96,0.9
73,0.96,0.9
74,1.0,0.9
0,0.0,0.6
1,0.0,0.6
2,0.0,0.6
3,0.0,0.6
4,0.0,0.6
5,0.0,0.6
6,0.0,0.6
7,0.0,0.6
8,0.0,0.6
9,0.0,0.6
10,0.0,0.6
11,0.0,0.6
12,0.0,0.6
13,0.0,0.6
14,0.0,0.6
15,0.0,0.6
16,0.0,0.6
17,0.0,0.6
18,0.0,0.6
19,0.0,0.6
20,0.0,0.6
21,0.0,0.6
22,0.0,0.6
23,0.0,0.6
24,0.0006666666666666666,0.6
25,0.0006666666666666666,0.6
26,0.0026666666666666666,0.6
27,0.005333333333333333,0.6
28,0.008666666666666666,0.6
29,0.013333333333333334,0.6
30,0.018000000000000002,0.6
31,0.02733333333333333,0.6
32,0.042666666666666665,0.6
33,0.056,0.6
34,0.076,0.6
35,0.10533333333333333,0.6
36,0.13133333333333333,0.6
37,0.16333333333333336,0.6
38,0.214,0.6
39,0.26333333333333336,0.6
40,0.3186666666666667,0.6
41,0.36733333333333335,0.6
42,0.42533333333333334,0.6
43,0.49133333333333334,0.6
44,0.5373333333333333,0.6
45,0.5986666666666667,0.6
46,0.6526666666666666,0.6
47,0.69,0.6
48,0.7353333333333333,0.6
49,0.7906666666666666,0.6
50,0.824,0.6
51,0.8533333333333334,0.6
52,0.89,0.6
53,0.9131034482758621,0.6
54,0.9285714285714286,0.6
55,0.9423076923076923,0.6
56,0.9553846153846154,0.6
57,0.9656,0.6
58,0.968,0.6
59,0.9788888888888889,0.6
60,0.9783333333333334,0.6
61,0.982,0.6
62,0.9771428571428571,0.6
63,0.9857142857142858,0.6
64,0.9879999999999999,0.6
65,0.9866666666666667,0.6
66,0.99,0.6
67,0.98,0.6
68,0.98,0.6
69,0.98,0.6
70,0.98,0.6
71,1.0,0.6
0,0.0,0.1
1,0.0,0.1
2,0.0,0.1
3,0.0,0.1
4,0.0,0.1
5,0.0,0.1
6,0.0,0.1
7,0.0,0.1
8,0.0,0.1
9,0.0,0.1
10,0.0,0.1
11,0.0,0.1
12,0.0,0.1
13,0.0,0.1
14,0.0,0.1
15,0.0,0.1
16,0.0,0.1
17,0.0,0.1
18,0.0,0.1
19,0.0,0.1
20,0.0,0.1
21,0.0,0.1
22,0.0,0.1
23,0.0,0.1
24,0.0,0.1
25,0.0,0.1
26,0.0,0.1
27,0.0,0.1
28,0.0,0.1
29,0.0,0.1
30,0.0,0.1
31,0.0,0.1
32,0.0,0.1
33,0.0,0.1
34,0.0,0.1
35,0.0,0.1
36,0.0,0.1
37,0.0,0.1
38,0.0,0.1
39,0.0,0.1
40,0.0,0.1
41,0.0,0.1
42,0.0,0.1
43,0.0,0.1
44,0.0,0.1
45,0.0,0.1
46,0.0,0.1
47,0.0,0.1
48,0.0,0.1
49,0.0,0.1
50,0.0,0.1
51,0.0,0.1
52,0.0,0.1
53,0.0,0.1
54,0.0,0.1
55,0.0,0.1
56,0.0,0.1
57,0.0,0.1
58,0.0006666666666666666,0.1
59,0.0013333333333333333,0.1
60,0.0033333333333333335,0.1
61,0.006666666666666667,0.1
62,0.012,0.1
63,0.020666666666666667,0.1
64,0.025333333333333333,0.1
65,0.03666666666666667,0.1
66,0.054000000000000006,0.1
67,0.06933333333333333,0.1
68,0.08466666666666667,0.1
69,0.11133333333333333,0.1
70,0.14400000000000002,0.1
71,0.17333333333333334,0.1
72,0.21266666666666667,0.1
73,0.24733333333333332,0.1
74,0.2846666666666667,0.1
75,0.338,0.1
76,0.39066666666666666,0.1
77,0.44133333333333336,0.1
78,0.504,0.1
79,0.5519999999999999,0.1
80,0.5966666666666666,0.1
81,0.6346666666666666,0.1
82,0.672,0.1
83,0.7140000000000001,0.1
84,0.7593333333333334,0.1
85,0.7899999999999999,0.1
86,0.8158620689655173,0.1
87,0.84,0.1
88,0.8657142857142857,0.1
89,0.8822222222222222,0.1
90,0.9037037037037037,0.1
91,0.9222222222222222,0.1
92,0.9272,0.1
93,0.9383333333333334,0.1
94,0.945,0.1
95,0.93875,0.1
96,0.9466666666666667,0.1
97,0.9507692307692307,0.1
98,0.954,0.1
99,0.955,0.1
100,0.9500000000000001,0.1
101,0.9566666666666667,0.1
102,0.9733333333333333,0.1
103,0.9533333333333333,0.1
104,0.9666666666666667,0.1
105,0.9733333333333333,0.1
106,0.96,0.1
107,0.97,0.1
108,0.99,0.1
109,1.0,0.1
0,0.0,0.5
1,0.0,0.5
2,0.0,0.5
3,0.0,0.5
4,0.0,0.5
5,0.0,0.5
6,0.0,0.5
7,0.0,0.5
8,0.0,0.5
9,0.0,0.5
10,0.0,0.5
11,0.0,0.5
12,0.0,0.5
13,0.0,0.5
14,0.0,0.5
15,0.0,0.5
16,0.0,0.5
17,0.0,0.5
18,0.0,0.5
19,0.0,0.5
20,0.0,0.5
21,0.0,0.5
22,0.0,0.5
23,0.0,0.5
24,0.0,0.5
25,0.0,0.5
26,0.0,0.5
27,0.0013333333333333333,0.5
28,0.0026666666666666666,0.5
29,0.0033333333333333335,0.5
30,0.007333333333333333,0.5
31,0.01,0.5
32,0.013333333333333334,0.5
33,0.022000000000000002,0.5
34,0.037333333333333336,0.5
35,0.04466666666666667,0.5
36,0.06066666666666667,0.5
37,0.07933333333333333,0.5
38,0.10866666666666668,0.5
39,0.13533333333333333,0.5
40,0.17733333333333334,0.5
41,0.21066666666666667,0.5
42,0.2653333333333333,0.5
43,0.31533333333333335,0.5
44,0.374,0.5
45,0.43200000000000005,0.5
46,0.48800000000000004,0.5
47,0.5573333333333333,0.5
48,0.6173333333333333,0.5
49,0.6726666666666666,0.5
50,0.734,0.5
51,0.7813333333333333,0.5
52,0.8200000000000001,0.5
53,0.8526666666666666,0.5
54,0.8786666666666666,0.5
55,0.8972413793103449,0.5
56,0.923448275862069,0.5
57,0.9406896551724139,0.5
58,0.9535714285714285,0.5
59,0.9575999999999999,0.5
60,0.9691666666666666,0.5
61,0.9704761904761904,0.5
62,0.97,0.5
63,0.9707692307692307,0.5
64,0.9745454545454545,0.5
65,0.976,0.5
66,0.98,0.5
67,0.9924999999999999,0.5
68,0.98,0.5
69,0.9866666666666667,0.5
70,0.98,0.5
71,0.98,0.5
72,0.99,0.5
73,1.0,0.5
0,0.0,0.2
1,0.0,0.2
2,0.0,0.2
3,0.0,0.2
4,0.0,0.2
5,0.0,0.2
6,0.0,0.2
7,0.0,0.2
8,0.0,0.2
9,0.0,0.2
10,0.0,0.2
11,0.0,0.2
12,0.0,0.2
13,0.0,0.2
14,0.0,0.2
15,0.0,0.2
16,0.0,0.2
17,0.0,0.2
18,0.0,0.2
19,0.0,0.2
20,0.0,0.2
21,0.0,0.2
22,0.0,0.2
23,0.0,0.2
24,0.0,0.2
25,0.0,0.2
26,0.0,0.2
27,0.0,0.2
28,0.0,0.2
29,0.0,0.2
30,0.0,0.2
31,0.0,0.2
32,0.0,0.2
33,0.0,0.2
34,0.0,0.2
35,0.0,0.2
36,0.0006666666666666666,0.2
37,0.0006666666666666666,0.2
38,0.0006666666666666666,0.2
39,0.0006666666666666666,0.2
40,0.0006666666666666666,0.2
41,0.0006666666666666666,0.2
42,0.0006666666666666666,0.2
43,0.002,0.2
44,0.002,0.2
45,0.0033333333333333335,0.2
46,0.006,0.2
47,0.006666666666666667,0.2
48,0.010666666666666666,0.2
49,0.021333333333333333,0.2
50,0.03133333333333333,0.2
51,0.04,0.2
52,0.05466666666666667,0.2
53,0.07400000000000001,0.2
54,0.09933333333333333,0.2
55,0.13,0.2
56,0.156,0.2
57,0.20466666666666666,0.2
58,0.25466666666666665,0.2
59,0.30866666666666664,0.2
60,0.366,0.2
61,0.42400000000000004,0.2
62,0.47933333333333333,0.2
63,0.53,0.2
64,0.5973333333333334,0.2
65,0.6486666666666667,0.2
66,0.7,0.2
67,0.744,0.2
68,0.7866666666666667,0.2
69,0.828,0.2
70,0.8600000000000001,0.2
71,0.8875862068965517,0.2
72,0.9089655172413793,0.2
73,0.9275862068965517,0.2
74,0.9400000000000001,0.2
75,0.9476923076923077,0.2
76,0.9523809523809523,0.2
77,0.96,0.2
78,0.96875,0.2
79,0.9716666666666667,0.2
80,0.9666666666666666,0.2
81,0.975,0.2
82,0.9742857142857143,0.2
83,0.98,0.2
84,0.98,0.2
85,0.99,0.2
86,0.98,0.2
87,0.99,0.2
88,1.0,0.2
0,0.0,0.4
1,0.0,0.4
2,0.0,0.4
3,0.0,0.4
4,0.0,0.4
5,0.0,0.4
6,0.0,0.4
7,0.0,0.4
8,0.0,0.4
9,0.0,0.4
10,0.0,0.4
11,0.0,0.4
12,0.0,0.4
13,0.0,0.4
14,0.0,0.4
15,0.0,0.4
16,0.0,0.4
17,0.0,0.4
18,0.0,0.4
19,0.0,0.4
20,0.0,0.4
21,0.0,0.4
22,0.0,0.4
23,0.0,0.4
24,0.0,0.4
25,0.0,0.4
26,0.0,0.4
27,0.0,0.4
28,0.0,0.4
29,0.0,0.4
30,0.002,0.4
31,0.0033333333333333335,0.4
32,0.0033333333333333335,0.4
33,0.004,0.4
34,0.006,0.4
35,0.008666666666666666,0.4
36,0.012666666666666666,0.4
37,0.02,0.4
38,0.030000000000000002,0.4
39,0.04,0.4
40,0.056666666666666664,0.4
41,0.07933333333333333,0.4
42,0.112,0.4
43,0.14933333333333335,0.4
44,0.19333333333333333,0.4
45,0.23133333333333334,0.4
46,0.28933333333333333,0.4
47,0.3466666666666667,0.4
48,0.41000000000000003,0.4
49,0.4633333333333333,0.4
50,0.518,0.4
51,0.5806666666666668,0.4
52,0.6326666666666667,0.4
53,0.6853333333333332,0.4
54,0.7346666666666667,0.4
55,0.7813333333333333,0.4
56,0.8226666666666667,0.4
57,0.8486666666666667,0.4
58,0.8766666666666667,0.4
59,0.9019999999999999,0.4
60,0.9186206896551724,0.4
61,0.9288888888888889,0.4
62,0.9423076923076923,0.4
63,0.956,0.4
64,0.9636363636363636,0.4
65,0.9747368421052631,0.4
66,0.9742857142857143,0.4
67,0.9830769230769231,0.4
68,0.9866666666666666,0.4
69,0.975,0.4
70,0.985,0.4
71,0.9933333333333333,0.4
72,1.0,0.4
0,0.0,0.8
1,0.0,0.8
2,0.0,0.8
3,0.0,0.8
4,0.0,0.8
5,0.0,0.8
6,0.0,0.8
7,0.0,0.8
8,0.0,0.8
9,0.0,0.8
10,0.0,0.8
11,0.0,0.8
12,0.0,0.8
13,0.0,0.8
14,0.0,0.8
15,0.0,0.8
16,0.0,0.8
17,0.0,0.8
18,0.0,0.8
19,0.0006666666666666666,0.8
20,0.0026666666666666666,0.8
21,0.0026666666666666666,0.8
22,0.007333333333333333,0.8
23,0.010666666666666666,0.8
24,0.016,0.8
25,0.02,0.8
26,0.028666666666666667,0.8
27,0.04466666666666667,0.8
28,0.05733333333333333,0.8
29,0.06733333333333333,0.8
30,0.09266666666666667,0.8
31,0.12533333333333335,0.8
32,0.16466666666666668,0.8
33,0.19933333333333333,0.8
34,0.24133333333333334,0.8
35,0.29,0.8
36,0.33,0.8
37,0.38333333333333336,0.8
38,0.434,0.8
39,0.486,0.8
40,0.542,0.8
41,0.59,0.8
42,0.6406666666666666,0.8
43,0.6806666666666668,0.8
44,0.7260000000000001,0.8
45,0.756,0.8
46,0.7859999999999999,0.8
47,0.8166666666666667,0.8
48,0.8546666666666667,0.8
49,0.878,0.8
50,0.8903448275862069,0.8
51,0.9075862068965518,0.8
52,0.9220689655172414,0.8
53,0.937142857142857,0.8
54,0.9471428571428572,0.8
55,0.9511111111111111,0.8
56,0.9592307692307691,0.8
57,0.9672,0.8
58,0.97,0.8
59,0.9733333333333334,0.8
60,0.9736842105263158,0.8
61,0.9764705882352942,0.8
62,0.9799999999999999,0.8
63,0.98,0.8
64,0.9844444444444443,0.8
65,0.9866666666666667,0.8
66,0.98,0.8
67,0.98,0.8
68,0.98,0.8
69,0.98,0.8
70,1.0,0.8
0,0.0,0.7
1,0.0,0.7
2,0.0,0.7
3,0.0,0.7
4,0.0,0.7
5,0.0,0.7
6,0.0,0.7
7,0.0,0.7
8,0.0,0.7
9,0.0,0.7
10,0.0,0.7
11,0.0,0.7
12,0.0,0.7
13,0.0,0.7
14,0.0,0.7
15,0.0,0.7
16,0.0,0.7
17,0.0,0.7
18,0.0006666666666666666,0.7
19,0.0006666666666666666,0.7
20,0.0006666666666666666,0.7
21,0.0006666666666666666,0.7
22,0.0006666666666666666,0.7
23,0.0006666666666666666,0.7
24,0.0026666666666666666,0.7
25,0.005333333333333333,0.7
26,0.009333333333333334,0.7
27,0.017333333333333333,0.7
28,0.024,0.7
29,0.035333333333333335,0.7
30,0.056666666666666664,0.7
31,0.07400000000000001,0.7
32,0.098,0.7
33,0.12466666666666668,0.7
34,0.156,0.7
35,0.19,0.7
36,0.23333333333333334,0.7
37,0.26999999999999996,0.7
38,0.3313333333333333,0.7
39,0.39066666666666666,0.7
40,0.442,0.7
41,0.4886666666666667,0.7
42,0.538,0.7
43,0.5933333333333334,0.7
44,0.6506666666666666,0.7
45,0.7033333333333334,0.7
46,0.7386666666666667,0.7
47,0.7859999999999999,0.7
48,0.824,0.7
49,0.852,0.7
50,0.8773333333333333,0.7
51,0.898,0.7
52,0.9153333333333333,0.7
53,0.9353333333333332,0.7
54,0.9414285714285714,0.7
55,0.9542857142857143,0.7
56,0.9623076923076923,0.7
57,0.9708333333333333,0.7
58,0.9730000000000001,0.7
59,0.9768421052631578,0.7
60,0.9746666666666666,0.7
61,0.9785714285714285,0.7
62,0.9816666666666666,0.7
63,0.9872727272727272,0.7
64,0.9885714285714285,0.7
65,0.985,0.7
66,0.98,0.7
67,0.98,0.7
68,0.98,0.7
69,0.98,0.7
70,0.98,0.7
71,0.9933333333333333,0.7
72,1.0,0.7
0,0.0,0.3
1,0.0,0.3
2,0.0,0.3
3,0.0,0.3
4,0.0,0.3
5,0.0,0.3
6,0.0,0.3
7,0.0,0.3
8,0.0,0.3
9,0.0,0.3
10,0.0,0.3
11,0.0,0.3
12,0.0,0.3
13,0.0,0.3
14,0.0,0.3
15,0.0,0.3
16,0.0,0.3
17,0.0,0.3
18,0.0,0.3
19,0.0,0.3
20,0.0,0.3
21,0.0,0.3
22,0.0,0.3
23,0.0,0.3
24,0.0,0.3
25,0.0,0.3
26,0.0,0.3
27,0.0,0.3
28,0.0,0.3
29,0.0,0.3
30,0.0,0.3
31,0.0,0.3
32,0.0,0.3
33,0.0,0.3
34,0.0,0.3
35,0.0,0.3
36,0.0,0.3
37,0.0,0.3
38,0.0,0.3
39,0.002,0.3
40,0.007333333333333333,0.3
41,0.012666666666666666,0.3
42,0.021333333333333333,0.3
43,0.037333333333333336,0.3
44,0.05466666666666667,0.3
45,0.07600000000000001,0.3
46,0.10200000000000001,0.3
47,0.13466666666666666,0.3
48,0.17666666666666667,0.3
49,0.218,0.3
50,0.26066666666666666,0.3
51,0.30666666666666664,0.3
52,0.36666666666666664,0.3
53,0.42266666666666663,0.3
54,0.4766666666666667,0.3
55,0.5306666666666666,0.3
56,0.588,0.3
57,0.644,0.3
58,0.696,0.3
59,0.7413333333333334,0.3
60,0.7919999999999999,0.3
61,0.8273333333333334,0.3
62,0.8553333333333334,0.3
63,0.878,0.3
64,0.8972413793103449,0.3
65,0.9128571428571428,0.3
66,0.9357142857142857,0.3
67,0.9544,0.3
68,0.959,0.3
69,0.9711111111111111,0.3
70,0.9728571428571428,0.3
71,0.9745454545454546,0.3
72,0.9755555555555555,0.3
73,0.98,0.3
74,0.9833333333333334,0.3
75,0.9733333333333333,0.3
76,0.97,0.3
77,0.96,0.3
78,0.96,0.3
79,0.96,0.3
80,0.96,0.3
81,1.0,0.3
